Symbol,Description,Sector,Industry,Sub-Industry,asset_type,exchange_code,data_source
CWB,SPDR SERIES TRUST SPDR BLOOMBERG CONVERTIBLE,,,,ETF,UNKNOWN,THINKORSWIM
CWEB,DIREXION SHARES ETF TRUST DAILY CSI CHINA INTERNT IDX,,,,ETF,UNKNOWN,THINKORSWIM
CWI,SPDR INDEX SHARES FUNDS MSCI ACWI EXUS ETF,,,,ETF,UNKNOWN,THINKORSWIM
CWS,ADVISORSHARES TRUST ADVISORSHS ETF,,,,ETF,UNKNOWN,THINKORSWIM
CXSE,WISDOMTREE TRUST CHINADIV EX FI ETF,,,,ETF,UNKNOWN,THINKORSWIM
CZA,INVESCO EXCH TRADED FD TR ZACKS MID CAP ETF,,,,ETF,UNKNOWN,THINKORSWIM
DALI,FIRST TR EXCHANGE TRADED FD VI DORSEYWRGT ETF,,,,ETF,UNKNOWN,THINKORSWIM
DALT,TWO RDS SHARED TRUST ANFIELD DIVERSIFIED ALTERNA,Consumer Discretionary,Distributors,Distributors,ETF,UNKNOWN,THINKORSWIM
DAUG,FIRST TR EXCH TRADED FD VIII VEST U S EQUITY DEEP BUFFER,,,,ETF,UNKNOWN,THINKORSWIM
DAX,GLOBAL X FDS DAX GERMANY ETF,,,,ETF,UNKNOWN,THINKORSWIM
DBA,INVESCO DB MULTI-SECTOR COMM T AGRICULTURE FD ETF,,,,ETF,UNKNOWN,THINKORSWIM
DBAW,DBX ETF TRUST XTRACK MSCI ALL ETF,,,,ETF,UNKNOWN,THINKORSWIM
DBB,INVESCO DB MULTI-SECTOR COMM T BASE METALS FD ETF,,,,ETF,UNKNOWN,THINKORSWIM
DBC,INVESCO DB COMMODTY INDX TRACK UNIT ETF,,,,ETF,UNKNOWN,THINKORSWIM
DBE,INVESCO DB MULTI-SECTOR COMM T ENERGY FD ETF,,,,ETF,UNKNOWN,THINKORSWIM
DBEF,DBX ETF TRUST XTRACK MSCI EAFE ETF,,,,ETF,UNKNOWN,THINKORSWIM
DBEH,LITMAN GREGORY FDS TR IMGP DBI HEDGE STRATEGY ETF,,,,ETF,UNKNOWN,THINKORSWIM
DBEM,DBX ETF TRUST XTRACK MSCI EMRG ETF,,,,ETF,UNKNOWN,THINKORSWIM
DBEU,DBX ETF TRUST XTRACK MSCI EURP ETF,,,,ETF,UNKNOWN,THINKORSWIM
DBEZ,DBX ETF TRUST XTRACK MSCI EURO ETF,,,,ETF,UNKNOWN,THINKORSWIM
DBGR,DBX ETF TRUST XTRACK MSCI GRMY ETF,,,,ETF,UNKNOWN,THINKORSWIM
DBJP,DBX ETF TRUST XTRACK MSCI JAPN ETF,,,,ETF,UNKNOWN,THINKORSWIM
DBMF,LITMAN GREGORY FDS TR IMGP DBI MANAGED FUTURES ST,,,,ETF,UNKNOWN,THINKORSWIM
DBO,INVESCO DB MULTI-SECTOR COMM T OIL FD ETF,,,,ETF,UNKNOWN,THINKORSWIM
DBP,INVESCO DB MULTI-SECTOR COMM T PRECIOUS METAL ETF,,,,ETF,UNKNOWN,THINKORSWIM
DDIV,FIRST TR EXCHANGE TRADED FD VI DORSEYWRIGHT MOM ETF,,,,ETF,UNKNOWN,THINKORSWIM
DDLS,WISDOMTREE TRUST DYNAMIC INT EQ ETF,,,,ETF,UNKNOWN,THINKORSWIM
DDM,PROSHARES TRUST PSHS ULTRA DOW30 ETF,,,,ETF,UNKNOWN,THINKORSWIM
DDWM,WISDOMTREE TRUST CURRNCY INT EQ ETF,,,,ETF,UNKNOWN,THINKORSWIM
DEED,FIRST TR EXCHANGE TRADED FD VI FIRST TRUST TCW SECURITIZED,,,,ETF,UNKNOWN,THINKORSWIM
DEEF,DBX ETF TRUST XTRACKERS FTSE DEV EX US MU,,,,ETF,UNKNOWN,THINKORSWIM
DEEP,ETF SERIES SOLUTIONS ROUNDHILL ACQUIRERS DEEP VA,,,,ETF,UNKNOWN,THINKORSWIM
DEM,WISDOMTREE TRUST EMER MKT HIGH FD ETF,,,,ETF,UNKNOWN,THINKORSWIM
DEMZ,ADVISORS INNER CIRCLE FD III DEMOCRATIC LRG CAP CORE ETF,,,,ETF,UNKNOWN,THINKORSWIM
DES,WISDOMTREE TRUST US SMALLCAP DIVD ETF,,,,ETF,UNKNOWN,THINKORSWIM
DEUS,DBX ETF TRUST XTRACKERS RUSSEL US MULTIF ETF,,,,ETF,UNKNOWN,THINKORSWIM
DEW,WISDOMTREE TRUST GLB HIGH DIV FD ETF,,,,ETF,UNKNOWN,THINKORSWIM
DFE,WISDOMTREE TRUST EUROPE SMCP DV ETF,,,,ETF,UNKNOWN,THINKORSWIM
DFEB,FIRST TR EXCH TRADED FD VIII VEST US EQUITY DEEP BUFFER,,,,ETF,UNKNOWN,THINKORSWIM
DFEN,DIREXION SHARES ETF TRUST DLY AEROSPC 3X ETF,,,,ETF,UNKNOWN,THINKORSWIM
DFJ,WISDOMTREE TRUST JP SMALLCP DIV ETF,,,,ETF,UNKNOWN,THINKORSWIM
DFND,SIREN ETF TR DIVCN DIVD ETF,,,,ETF,UNKNOWN,THINKORSWIM
DFNL,DAVIS FUNDAMENTAL ETF TR SELECT FINL ETF,,,,ETF,UNKNOWN,THINKORSWIM
DGRE,WISDOMTREE TRUST EM MKTS QTLY DIV ETF,,,,ETF,UNKNOWN,THINKORSWIM
DGRO,ISHARES TRUST CORE DIV GRWTH ETF,,,,ETF,UNKNOWN,THINKORSWIM
DGRS,WISDOMTREE TRUST US S CAP QTY DIV ETF,,,,ETF,UNKNOWN,THINKORSWIM
DGRW,WISDOMTREE TRUST US QTLY DIV GRT ETF,,,,ETF,UNKNOWN,THINKORSWIM
DGS,WISDOMTREE TRUST EMG MKTS SMCAP ETF,,,,ETF,UNKNOWN,THINKORSWIM
DGT,SPDR SERIES TRUST GLB DOW ETF,,,,ETF,UNKNOWN,THINKORSWIM
DHS,WISDOMTREE TRUST US HIGH DIVIDEND ETF,,,,ETF,UNKNOWN,THINKORSWIM
DIA,SPDR DOW JONES IND UT SER 1 ETF,,,,ETF,UNKNOWN,THINKORSWIM
DIAL,COLUMBIA ETF TR I DIVERSIFID FXD ETF,Consumer Discretionary,Distributors,Distributors,ETF,UNKNOWN,THINKORSWIM
DIG,PROSHARES TRUST ULTRA ENERGY ETF,,,,ETF,UNKNOWN,THINKORSWIM
DIM,WISDOMTREE TRUST INTL MIDCAP DV ETF,,,,ETF,UNKNOWN,THINKORSWIM
DINT,DAVIS FUNDAMENTAL ETF TR SELCT INTL ETF,,,,ETF,UNKNOWN,THINKORSWIM
DIV,GLOBAL X FDS GLOBX SUPDV US ETF,,,,ETF,UNKNOWN,THINKORSWIM
DIVB,ISHARES TRUST CORE DIVIDEND ETF,,,,ETF,UNKNOWN,THINKORSWIM
DIVO,AMPLIFY ETF TR CWP ENHANCED DIV ETF,,,,ETF,UNKNOWN,THINKORSWIM
DJCB,UBS AG LONDON ETRACS BLMBRG CMODTY IDX *CLBL,,,,ETF,UNKNOWN,THINKORSWIM
DJD,INVESCO EXCHANGE TRADED FD TR DJ INDL AVG DV ETF,,,,ETF,UNKNOWN,THINKORSWIM
DJUL,FIRST TR EXCH TRADED FD VIII VEST US EQTY DEEP BUFF JULY,,,,ETF,UNKNOWN,THINKORSWIM
DJUN,FIRST TR EXCH TRADED FD VIII VEST US EQTY DEEP BUFF JUNE,,,,ETF,UNKNOWN,THINKORSWIM
DLN,WISDOMTREE TRUST US LARGECAP DIVD ETF,,,,ETF,UNKNOWN,THINKORSWIM
DLS,WISDOMTREE TRUST INTL SMCAP DIV ETF,,,,ETF,UNKNOWN,THINKORSWIM
DMAY,FIRST TR EXCH TRADED FD VIII VEST US EQTY DEEP BUFFR MAY,,,,ETF,UNKNOWN,THINKORSWIM
DMDV,ETF SERIES SOLUTIONS AAM S&P DEV MK ETF,,,,ETF,UNKNOWN,THINKORSWIM
DMXF,ISHARES TRUST ESG ADVANCED MSCI EAFE ETF,,,,ETF,UNKNOWN,THINKORSWIM
DNL,WISDOMTREE TRUST GLB US QTLY DIV ETF,,,,ETF,UNKNOWN,THINKORSWIM
DNOV,FIRST TR EXCH TRADED FD VIII VEST US EQTY DEEP BUFFR NOV,,,,ETF,UNKNOWN,THINKORSWIM
DOCT,FIRST TR EXCH TRADED FD VIII VEST US EQTY DEEP BUFFR OCT,,,,ETF,UNKNOWN,THINKORSWIM
DOG,PROSHARES TRUST PSHS SHORT DOW30 ETF,,,,ETF,UNKNOWN,THINKORSWIM
DOL,WISDOMTREE TRUST INTL LRGCAP DV ETF,,,,ETF,UNKNOWN,THINKORSWIM
DON,WISDOMTREE TRUST US MIDCAP DIVID ETF,,,,ETF,UNKNOWN,THINKORSWIM
DPST,DIREXION SHARES ETF TRUST DAILY REGIONAL BANKS BULL 3,,,,ETF,UNKNOWN,THINKORSWIM
DRIP,DIREXION SHARES ETF TRUST DAILY S&P OIL & GAS EXP (RS,,,,ETF,UNKNOWN,THINKORSWIM
DRIV,GLOBAL X FDS AUTONMOUS EV ETF,Communication Services,Media,Advertising,ETF,UNKNOWN,THINKORSWIM
DRN,DIREXION SHARES ETF TRUST DAILY REAL ESTATE BULL 3X S,,,,ETF,UNKNOWN,THINKORSWIM
DRSK,ETF SERIES SOLUTIONS APTUS DEFINED ETF,,,,ETF,UNKNOWN,THINKORSWIM
DRV,DIREXION SHARES ETF TRUST DAILY REAL ESTATE BEAR 3X,,,,ETF,UNKNOWN,THINKORSWIM
DSEP,FIRST TR EXCH TRADED FD VIII VEST US EQTY DEEP BUFFR SEP,,,,ETF,UNKNOWN,THINKORSWIM
DSI,ISHARES TRUST MSCI KLD400 SOC ETF,,,,ETF,UNKNOWN,THINKORSWIM
DSTL,ETF SERIES SOLUTIONS DISTILLATE US ETF,,,,ETF,UNKNOWN,THINKORSWIM
DTD,WISDOMTREE TRUST US TOTAL DIVIDND ETF,,,,ETF,UNKNOWN,THINKORSWIM
DTEC,ALPS ETF TRUST DISRUPTIVE TECH ETF,,,,ETF,UNKNOWN,THINKORSWIM
DTH,WISDOMTREE TRUST ITL HIGH DIV FD ETF,,,,ETF,UNKNOWN,THINKORSWIM
DUG,PROSHARES TRUST ULTRASHORT ENERGY ETF,,,,ETF,UNKNOWN,THINKORSWIM
DURA,VANECK ETF TRUST DURABLE HIGH DIVIDEND ETF,,,,ETF,UNKNOWN,THINKORSWIM
DUSA,DAVIS FUNDAMENTAL ETF TR SELECT US EQTY ETF,,,,ETF,UNKNOWN,THINKORSWIM
DUSL,DIREXION SHARES ETF TRUST DLY INDL BU 3X ETF,,,,ETF,UNKNOWN,THINKORSWIM
DUST,DIREXION SHARES ETF TRUST DIRXN DLY GLD MIN IDX BR 2X,,,,ETF,UNKNOWN,THINKORSWIM
DVLU,FIRST TR EXCHANGE TRADED FD VI DORSY WRGH VLU ETF,,,,ETF,UNKNOWN,THINKORSWIM
DVOL,FIRST TR EXCHANGE TRADED FD VI DORSY WR MOMNT ETF,,,,ETF,UNKNOWN,THINKORSWIM
DVY,ISHARES TRUST SELECT DIVID ETF,,,,ETF,UNKNOWN,THINKORSWIM
DVYA,ISHARES INC ASIA/PAC DIV ETF,,,,ETF,UNKNOWN,THINKORSWIM
DVYE,ISHARES INC EM MKTS DIV ETF,,,,ETF,UNKNOWN,THINKORSWIM
DWAS,INVESCO EXCH TRADED FD TR II DORSEY WRIGHT SMALLCAP MOME,,,,ETF,UNKNOWN,THINKORSWIM
DWAT,ARROW INVTS TR DWA TACTICAL MACRO ETF,,,,ETF,UNKNOWN,THINKORSWIM
DWAW,ADVISORSHARES TRUST DORSY FSM ALCP ETF,,,,ETF,UNKNOWN,THINKORSWIM
DWCR,ARROW INVTS TR DWA TACTICAL INTL ETF,,,,ETF,UNKNOWN,THINKORSWIM
DWLD,DAVIS FUNDAMENTAL ETF TR SELECT WRLD WI ETF,,,,ETF,UNKNOWN,THINKORSWIM
DWM,WISDOMTREE TRUST INTL EQUITY FD ETF,,,,ETF,UNKNOWN,THINKORSWIM
DWMF,WISDOMTREE US  EFFICIENT CORE INTK MLTIFACTR ETF,,,,ETF,UNKNOWN,THINKORSWIM
DWSH,ADVISORSHARES TRUST DORSY SHRT ETF,,,,ETF,UNKNOWN,THINKORSWIM
DWUS,ADVISORSHARES TRUST DORSY FSM US ETF,,,,ETF,UNKNOWN,THINKORSWIM
DWX,SPDR INDEX SHARES FUNDS S&P INTL ETF,,,,ETF,UNKNOWN,THINKORSWIM
DXD,PROSHARES TRUST PSHS ULDOW30 NEW ETF,,,,ETF,UNKNOWN,THINKORSWIM
DXJ,WISDOMTREE TRUST JAPN HEDGE EQT ETF,,,,ETF,UNKNOWN,THINKORSWIM
DXJS,WISDOMTREE TRUST JPN SCAP HDG EQT ETF,,,,ETF,UNKNOWN,THINKORSWIM
DYNF,BLACKROCK ETF TRUST US EQT FACTOR ETF,,,,ETF,UNKNOWN,THINKORSWIM
EAGG,ISHARES TRUST ESG AWARE US AGGREGATE BOND,,,,ETF,UNKNOWN,THINKORSWIM
EAOA,ISHARES TRUST ESG AWARE AGGRESSIVE ALLOC ETF,,,,ETF,UNKNOWN,THINKORSWIM
EAOK,ISHARES TRUST ESG AWARE CONSERVATIVE ALLO,,,,ETF,UNKNOWN,THINKORSWIM
EAOM,ISHARES TRUST ESG AWARE MODERATE ALLO ETF,,,,ETF,UNKNOWN,THINKORSWIM
EAOR,ISHARES TRUST ESG AWARE GROWTH ALLO ETF U,,,,ETF,UNKNOWN,THINKORSWIM
EASG,DBX ETF TRUST XTRACKERS MSCI ETF,,,,ETF,UNKNOWN,THINKORSWIM
EBIZ,GLOBAL X FDS E COMMERCE ETF,,,,ETF,UNKNOWN,THINKORSWIM
EBLU,MANAGED PORTFOLIO SERIES ECOFIN GLOBAL WATER ESG FUND,,,,ETF,UNKNOWN,THINKORSWIM
EBND,SPDR SERIES TRUST SPDR BLOOMBERG EMERGING MAR,,,,ETF,UNKNOWN,THINKORSWIM
ECH,ISHARES INC MSCI CHILE ETF,,,,ETF,UNKNOWN,THINKORSWIM
ECLN,FIRST TR EXCHANGE TRADED FD IV EIP CARBON IMP ETF,,,,ETF,UNKNOWN,THINKORSWIM
ECNS,ISHARES TRUST CHINA SM-CAP ETF,,,,ETF,UNKNOWN,THINKORSWIM
ECON,COLUMBIA ETF TR II EMRG MARKETS ETF,,,,ETF,UNKNOWN,THINKORSWIM
ECOW,PACER FDS TR EMRG MKT CASH ETF,,,,ETF,UNKNOWN,THINKORSWIM
EDC,DIREXION SHARES ETF TRUST DLY EMG MK BL 3X ETF,,,,ETF,UNKNOWN,THINKORSWIM
EDEN,ISHARES TRUST MSCI DENMARK ETF,,,,ETF,UNKNOWN,THINKORSWIM
EDIV,SPDR INDEX SHARES FUNDS S&P EM MKT DIV ETF,,,,ETF,UNKNOWN,THINKORSWIM
EDOC,GLOBAL X FDS TELEMEDICINE & DIGITAL HEAL,,,,ETF,UNKNOWN,THINKORSWIM
EDOG,ALPS ETF TRUST EM SECT DIV DG ETF,,,,ETF,UNKNOWN,THINKORSWIM
EDOW,FIRST TRUST EXCHANGE TRADED FD DOW 30 EQL WGT ETF,,,,ETF,UNKNOWN,THINKORSWIM
EDV,VANGUARD EXTENDED DUR ETF,,,,ETF,UNKNOWN,THINKORSWIM
EDZ,DIREXION SHARES ETF TRUST DAILY MSCI EMERG ETF,,,,ETF,UNKNOWN,THINKORSWIM
EELV,INVESCO EXCH TRADED FD TR II S&P EMRNG MKTS ETF,,,,ETF,UNKNOWN,THINKORSWIM
EEM,ISHARES TRUST MSCI EMG MKT ETF,,,,ETF,UNKNOWN,THINKORSWIM
EEMA,ISHARES INC MSCI EM ASIA ETF,,,,ETF,UNKNOWN,THINKORSWIM
EEMD,ETF SERIES SOLUTIONS AAM S&P EMRG ETF,,,,ETF,UNKNOWN,THINKORSWIM
EEMO,INVESCO EXCH TRADED FD TR II S&P EMRNG MMTM ETF,,,,ETF,UNKNOWN,THINKORSWIM
EEMS,ISHARES INC EM MKT SM-CP ETF,,,,ETF,UNKNOWN,THINKORSWIM
EEMV,ISHARES INC MSCI EMERGING MARKETS MIN V,,,,ETF,UNKNOWN,THINKORSWIM
EEMX,SPDR INDEX SHARES FUNDS MSCI EMR MKT ETF,,,,ETF,UNKNOWN,THINKORSWIM
EES,WISDOMTREE TRUST US SMALLCAP FUND ETF,,,,ETF,UNKNOWN,THINKORSWIM
EET,PROSHARES TRUST MSCI EMRG ETF,,,,ETF,UNKNOWN,THINKORSWIM
EEV,PROSHARES TRUST SHT MSCI NEW ETF,,,,ETF,UNKNOWN,THINKORSWIM
EFA,ISHARES TRUST MSCI EAFE ETF,,,,ETF,UNKNOWN,THINKORSWIM
EFAD,PROSHARES TRUST MSCI EAFE DIVD ETF,,,,ETF,UNKNOWN,THINKORSWIM
EFAS,GLOBAL X FDS MSCI SUPDIV EA ETF,,,,ETF,UNKNOWN,THINKORSWIM
EFAV,ISHARES TRUST MSCI EAFE MIN VOL FACTOR ETF,,,,ETF,UNKNOWN,THINKORSWIM
EFAX,SPDR INDEX SHARES FUNDS MSCI EAFE FS ETF,,,,ETF,UNKNOWN,THINKORSWIM
EFG,ISHARES TRUST EAFE GRWTH ETF,,,,ETF,UNKNOWN,THINKORSWIM
EFIV,SPDR S&P 500 ESG ETF,,,,ETF,UNKNOWN,THINKORSWIM
EFNL,ISHARES TRUST MSCI FINLAND ETF,,,,ETF,UNKNOWN,THINKORSWIM
EFO,PROSHARES TRUST ULTR MSCI ETF,,,,ETF,UNKNOWN,THINKORSWIM
EFU,PROSHARES TRUST ULSH MSCIEAF NEW ETF,,,,ETF,UNKNOWN,THINKORSWIM
EFV,ISHARES TRUST EAFE VALUE ETF,,,,ETF,UNKNOWN,THINKORSWIM
EFZ,PROSHARES TRUST PSHS SH MSCI EAF ETF,,,,ETF,UNKNOWN,THINKORSWIM
EGPT,VANECK ETF TRUST VANECK EGYPT INDEX ETF,,,,ETF,UNKNOWN,THINKORSWIM
EIDO,ISHARES TRUST MSCI INDONIA ETF,,,,ETF,UNKNOWN,THINKORSWIM
EINC,VANECK ETF TRUST VANECK ENERGY INCOME ETF,,,,ETF,UNKNOWN,THINKORSWIM
EIRL,ISHARES TRUST MSCI IRELAND ETF,,,,ETF,UNKNOWN,THINKORSWIM
EIS,ISHARES INC MSCI ISRAEL ETF,,,,ETF,UNKNOWN,THINKORSWIM
EJAN,INNOVATOR ETFS TRUST EMERGING MKTS POW BUF ETF JAN,,,,ETF,UNKNOWN,THINKORSWIM
EJUL,INNOVATOR ETFS TRUST EMERGING MKTS POW BUF ETF JUL,,,,ETF,UNKNOWN,THINKORSWIM
ELD,WISDOMTREE TRUST EM LCL DEBT FD ETF,,,,ETF,UNKNOWN,THINKORSWIM
EMB,ISHARES TRUST JPMORGAN USD EMG ETF,,,,ETF,UNKNOWN,THINKORSWIM
EMBD,GLOBAL X FDS EMERGING MKTS BD ETF,,,,ETF,UNKNOWN,THINKORSWIM
EMCB,WISDOMTREE TRUST WSDM EMKTBD FD ETF,,,,ETF,UNKNOWN,THINKORSWIM
EMDV,PROSHARES TRUST MSCI EMRG MKTS ETF,,,,ETF,UNKNOWN,THINKORSWIM
EMFM,GLOBAL X FDS MSCI NXT EMRGNG & FRONTIER ETF,,,,ETF,UNKNOWN,THINKORSWIM
EMGF,ISHARES INC EMERGING MARKETS EQUITY FA,,,,ETF,UNKNOWN,THINKORSWIM
EMHY,ISHARES INC JP MORGAN EM HI YLD BD ETF,,,,ETF,UNKNOWN,THINKORSWIM
EMIF,ISHARES TRUST EMGR MKT INF ETF,,,,ETF,UNKNOWN,THINKORSWIM
EMLC,VANECK ETF TRUST VANECK J. P. MORGAN EM LOCA,,,,ETF,UNKNOWN,THINKORSWIM
EMLP,FIRST TR EXCHANGE TRADED FD IV NO AMER ENERGY ETF,,,,ETF,UNKNOWN,THINKORSWIM
EMMF,WISDOMTREE US  EFFICIENT CORE EMGRING MKTS ETF,,,,ETF,UNKNOWN,THINKORSWIM
EMNT,PIMCO ETF TRUST ENHANCD SHORT ETF,,,,ETF,UNKNOWN,THINKORSWIM
EMQQ,EXCHANGE TRADED CONCEPTS TRUST EMQQ EM INTERN ETF,,,,ETF,UNKNOWN,THINKORSWIM
EMSG,DBX ETF TRUST XTKR MSCI EMRG ETF,,,,ETF,UNKNOWN,THINKORSWIM
EMTL,SSGA ACTIVE TR SPDR DBLELN EMRG ETF,,,,ETF,UNKNOWN,THINKORSWIM
EMTY,PROSHARES TRUST DECLINE RETAIL ETF,,,,ETF,UNKNOWN,THINKORSWIM
EMXC,ISHARES INC MSCI EMRG CHN ETF,Consumer Discretionary,Distributors,Distributors,ETF,UNKNOWN,THINKORSWIM
EMXF,ISHARES TRUST ESG ADVANCED MSCI EM ETF,,,,ETF,UNKNOWN,THINKORSWIM
ENFR,ALPS ETF TRUST ALERIAN ENERGY ETF,,,,ETF,UNKNOWN,THINKORSWIM
ENOR,ISHARES TRUST MSCI NORWAY ETF,,,,ETF,UNKNOWN,THINKORSWIM
ENTR,ENTREPRENEURSHARES SER TRUST ERSHARES ENTREPRENEURS ETF,Real Estate,Diversified REITs,Diversified REITs,ETF,UNKNOWN,THINKORSWIM
ENZL,ISHARES TRUST NEW ZEALAND ETF,,,,ETF,UNKNOWN,THINKORSWIM
EPHE,ISHARES TRUST MSCI PHILIPS ETF,,,,ETF,UNKNOWN,THINKORSWIM
EPI,WISDOMTREE TRUST INDIA ERNGS FD ETF,,,,ETF,UNKNOWN,THINKORSWIM
EPOL,ISHARES TRUST MSCI POLAND ETF,,,,ETF,UNKNOWN,THINKORSWIM
EPP,ISHARES INC MSCI PAC JP ETF,,,,ETF,UNKNOWN,THINKORSWIM
EPRF,INNOVATOR ETFS TRUST S&P INVT GRADE PFD ETF,,,,ETF,UNKNOWN,THINKORSWIM
EPS,WISDOMTREE TRUST US LARGECAP FUND ETF,,,,ETF,UNKNOWN,THINKORSWIM
EPU,ISHARES TRUST MSCI PERU AND GBL EXP ETF,,,,ETF,UNKNOWN,THINKORSWIM
EPV,PROSHARES TRUST ULTSHT FTSE EURO ETF,,,,ETF,UNKNOWN,THINKORSWIM
EQAL,INVESCO EXCH TRADED FD TR II RUSEL 1000 EQL ETF,,,,ETF,UNKNOWN,THINKORSWIM
EQL,ALPS ETF TRUST EQUAL SEC ETF,,,,ETF,UNKNOWN,THINKORSWIM
EQRR,PROSHARES TRUST EQTS FOR RISIN ETF,,,,ETF,UNKNOWN,THINKORSWIM
EQWL,INVESCO EXCHANGE TRADED FD TR S&P 100 EQL WIGH ETF,,,,ETF,UNKNOWN,THINKORSWIM
ERSX,ENTREPRENEURSHARES SER TRUST ERSHARES NEXTGEN ENTREPREN ETF,,,,ETF,UNKNOWN,THINKORSWIM
ERX,DIREXION SHARES ETF TRUST ENERGY BULL 2X SHS (P/S),,,,ETF,UNKNOWN,THINKORSWIM
ERY,DIREXION SHARES ETF TRUST DAILY ENERGY BEAR 2X SHARES,,,,ETF,UNKNOWN,THINKORSWIM
ESCR,DBX ETF TRUST XTRCK BLMBRG US INVEST GRD,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production,ETF,UNKNOWN,THINKORSWIM
ESEB,DBX ETF TRUST XTRCK JP MRGN ESG EMRG MKT ETF,,,,ETF,UNKNOWN,THINKORSWIM
ESG,FLEXSHARES TRUST STOXX US ESG SELECT INDX FD,,,,ETF,UNKNOWN,THINKORSWIM
ESGA,AMERICAN CENTURY INVESTMENTS SUSTAINABLE EQUITY ETF,,,,ETF,UNKNOWN,THINKORSWIM
ESGD,ISHARES TRUST ESG AWARE MSCI EAFE ETF,,,,ETF,UNKNOWN,THINKORSWIM
ESGE,ISHARES INC ESG AWARE MSCI EM ETF,,,,ETF,UNKNOWN,THINKORSWIM
ESGG,FLEXSHARES TRUST STOXX GLOBAL ESG SELECT IDX,,,,ETF,UNKNOWN,THINKORSWIM
ESGN,COLUMBIA ETF TR I INTERNATIONAL ESG EQUITY IN,,,,ETF,UNKNOWN,THINKORSWIM
ESGS,COLUMBIA ETF TR I U.S. ESG EQUITY INCOME ETF,,,,ETF,UNKNOWN,THINKORSWIM
ESGU,ISHARES TRUST ESG AWARE MSCI USA ETF,,,,ETF,UNKNOWN,THINKORSWIM
ESGV,VANGUARD ESG US STK ETF,,,,ETF,UNKNOWN,THINKORSWIM
ESHY,DBX ETF TRUST XTRACKERS JP MORGAN ESG USD,,,,ETF,UNKNOWN,THINKORSWIM
ESML,ISHARES TRUST ESG AWARE MSCI USA SML CAP,,,,ETF,UNKNOWN,THINKORSWIM
ESPO,VANECK ETF TRUST VIDEO GAMING AND ESPORTS ETF,,,,ETF,UNKNOWN,THINKORSWIM
ETHO,ETF MANAGERS TRUST ETHO CLIMATE LEA ETF,,,,ETF,UNKNOWN,THINKORSWIM
EUDG,WISDOMTREE TRUST EURO QTLY DIV GR ETF,,,,ETF,UNKNOWN,THINKORSWIM
EUDV,PROSHARES TRUST MSCI EUR DIV ETF,,,,ETF,UNKNOWN,THINKORSWIM
EUFN,ISHARES TRUST MSCI EURO FL ETF,,,,ETF,UNKNOWN,THINKORSWIM
EUM,PROSHARES TRUST PSHS SH MSCI EMR ETF,,,,ETF,UNKNOWN,THINKORSWIM
EUO,PROSHARES TRUST II ULTRASHRT EURO ETF,,,,ETF,UNKNOWN,THINKORSWIM
EURL,DIREXION SHARES ETF TRUST DLY FTS BUL 3X ETF,,,,ETF,UNKNOWN,THINKORSWIM
EUSA,ISHARES INC MSCI EQUAL WEITE ETF,,,,ETF,UNKNOWN,THINKORSWIM
EUSB,ISHARES TRUST ESG ADVANCED TOTAL USD BD M,,,,ETF,UNKNOWN,THINKORSWIM
EUSC,WISDOMTREE TRUST EUR HDG SMLCAP ETF,,,,ETF,UNKNOWN,THINKORSWIM
EVX,VANECK ETF TRUST VANECK ENVIRONMENTAL SERVIC,,,,ETF,UNKNOWN,THINKORSWIM
EWA,ISHARES INC MSCI AUST ETF,,,,ETF,UNKNOWN,THINKORSWIM
EWC,ISHARES INC MSCI CDA ETF,,,,ETF,UNKNOWN,THINKORSWIM
EWD,ISHARES INC MSCI SWEDEN ETF,,,,ETF,UNKNOWN,THINKORSWIM
EWG,ISHARES INC MSCI GERMANY ETF,,,,ETF,UNKNOWN,THINKORSWIM
EWH,ISHARES INC MSCI HONG KG ETF,,,,ETF,UNKNOWN,THINKORSWIM
EWI,ISHARES INC MSCI ITALY ETF,,,,ETF,UNKNOWN,THINKORSWIM
EWJ,ISHARES INC MSCI JPN ETF NEW,,,,ETF,UNKNOWN,THINKORSWIM
EWJV,ISHARES TRUST MSCI JP VALUE ETF,,,,ETF,UNKNOWN,THINKORSWIM
EWK,ISHARES INC MSCI BELGIUM ETF,,,,ETF,UNKNOWN,THINKORSWIM
EWL,ISHARES INC MSCI SWITZERLAND ETF,,,,ETF,UNKNOWN,THINKORSWIM
EWM,ISHARES INC MSCI MLY ETF NEW,,,,ETF,UNKNOWN,THINKORSWIM
EWN,ISHARES INC MSCI NETHERL ETF,,,,ETF,UNKNOWN,THINKORSWIM
EWO,ISHARES INC MSCI AUSTRIA ETF,,,,ETF,UNKNOWN,THINKORSWIM
EWP,ISHARES INC MSCI SPAIN ETF,,,,ETF,UNKNOWN,THINKORSWIM
EWQ,ISHARES INC MSCI FRANCE ETF,,,,ETF,UNKNOWN,THINKORSWIM
EWS,ISHARES INC MSCI SINGPOR ETF,,,,ETF,UNKNOWN,THINKORSWIM
EWT,ISHARES INC MSCI TAIWAN ETF,,,,ETF,UNKNOWN,THINKORSWIM
EWU,ISHARES TRUST MSCI UK ETF NEW,,,,ETF,UNKNOWN,THINKORSWIM
EWUS,ISHARES TRUST MSCI UK SM ETF,,,,ETF,UNKNOWN,THINKORSWIM
